file_path,label,text,clean_text,predicted_label
D:\OCR\docs-sm\invoice\2028704073.jpg,invoice,"3 Be 4 Anu S87.
CRG: CONTRACT RESEARCH CENTER = aveanrnt.

1882 Zaventem
. | TollaaniAverue du Phage 1010
‘PeLerax (fax nr.1 03/658 07, 20) Toatoon/TBéphone: 02-720 5 64
. . is TolatenT tex: 02-725 12 09,
Halfen-Frimeda a .
t Verkoopsdienat ~~
Borkeistraat 131 j
3 ? . acB/Msv
B-2900 Schoten = _ ? I
JCommande No.: 596/92 Q Baumvowe; 15 okt.92
eto oe rama warmer ,
wy eras teers ra acer
soo taro
ne raint cenauane eeena! teprde eevee
POSITIE HOEVEELHEID EENHEID AATIKELOMSCHAMVING =~ PALS
POSITION QUANTITE UNITE” DESIGNATION DYARTICLE PAK
en
1 3 tuk Montagerails, type BL,
- nr. BL 28/28 in inox,
Jengte = 6 meter
aan BF 3.089,-/stuk 9.267,-
3 + transportkosten . 198

z : TOTAAL: —-10.062,-

aaceeece

x
:
a

cvecincbrsyOtal de bron Ai’ ste week 92

Botalngentinlode de palamert> -«:30 dagen einde maand

nasmon — btwnva Gen ? !
. ME ecorasooo

Mantacnaopeupe reer Zaveccem, Betas",anu crg contract research center aveanrnt zaventem tollaaniaverue du phage pelerax fax nr toatoon tbéphone tolatent tex halfen frimeda verkoopsdienat borkeistraat j acb msv b schoten _ jcommande q baumvowe okt eto oe rama warmer wy eras teers ra acer soo taro ne raint cenauane eeena teprde eevee positie hoeveelheid eenheid aatikelomschamving pals position quantite unite designation dyarticle pak en tuk montagerails type bl nr bl inox jengte meter aan bf stuk transportkosten z totaal aaceeece x cvecincbrsyotal de bron ai ste week botalngentinlode de palamert dagen einde maand nasmon btwnva gen ecorasooo mantacnaopeupe reer zaveccem betas,invoice
D:\OCR\docs-sm\invoice\2028705019.jpg,invoice,"7, ARS

Cc \ _GONTRACT RESEARCH CENTER -aveanrat

Rad Bie ta

<@ TollaarvAveque du Phage 1016
(fax nr.: dbz 20"" “ .
pipe =< % im

‘ br.’ J."" Vanherbergen «+
Glote Stetnwég 74/3 * *

toe.
TeletooryTeiéphone: 02-720 $6 94
Telotm/T oibtax: 02-725 12 09

JGB/MJV *
B-3550 — Linter .

z

1: gCommande No.: 769/93 DawnvOate: 18 jan.93

+ Fosne  HGEVEELHEIO, EENHEIS ARTIKELOMSCHRUVING - PUB
POSITION QUANTITE UNITE DESIGNATION D/ARTICLE PRX
. : \ eA
* Schildeswerkep
By L Schilderen van de muren met 3 .
lagen latex aan BF 330,-/m2 :
. (opp. = pip m2) 1.180,-
2 1

Schilderém van de vloer met expoxy
verf voorzien van kwartskorrels
(Primer + 2 atwerkingsfagen:+ kwarts~
\ korrels) aan an 07nd

(opp. = 5272 m2) > 144.480,=
TOTAAL: 2285 660,-

=a

stalling omvat positie 6 en 7\van uw offerte met ref. 921.201

ie
de Britton: begin:19 jan.93 Bulcke
‘ nt, Accountant

scnappunne reel: Zavented Beg HARBIN.

6TOSOZ8Sz02",ars cc _gontract research center aveanrat rad bie ta tollaarvaveque du phage fax nr dbz pipe im br j vanherbergen glote stetnwég toe teletooryteiéphone telotm oibtax jgb mjv b linter z gcommande dawnvoate jan fosne hgeveelheio eenheis artikelomschruving pub position quantite unite designation article prx ea schildeswerkep l schilderen van de muren met lagen latex aan bf opp pip schilderém van de vloer met expoxy verf voorzien van kwartskorrels primer atwerkingsfagen kwarts korrels aan nd opp totaal stalling omvat positie en van uw offerte met ref ie de britton begin jan bulcke nt accountant scnappunne reel zavented beg harbin tosozsz,invoice
D:\OCR\docs-sm\invoice\2028706274.jpg,invoice,"% & 473 § 48x69 OUTGOING Had.

: * REGIA

CRC CONTRACT RESEARCH CENTER | aveassr.rt.

Business Administration 81982 Zaveitom
TollaaAvenue du Péage 1016

Tolotoor/Tsiéphone: 02-720 55 94

VHLEFAX (fax nr. ‘ Toletan/Téidtax: 02-725 12 09

02/461 04 31)

Mey Lemans
t.a.v. Verkoopsdienst L
feide 7
B-1780 Wemnel =a JGB/MIV
ol : DaturyDate:
Bestulling Nr/Commande No. sas¢y93 iSomell BI
POSIIIE — HOEVEELHEID EENHEID ARTIKELOMSGHAMVING PRUS
POSIIION QUANTITE UNITE DESIGNATION D'ARTICLE PAX
} cu)
1 1 stuk Deursluiter,
type Dictator. met ref.
300373, in roestvrij staal ‘1,58%.-

TOTAAL: 1.585,

LeveringstermijryDélai de kvreison:

20’ste week 93,

wlcke

Leveringsvoorwaarden/Conditions de lvralson: Man&qeément Accountant
franko

Betalingswze/Mode de paiement:

- 2% bij betaling binnen 8 dagen

Aen,

‘erwin. oon",x outgoing regia crc contract research center aveassr rt business administration zaveitom tollaaavenue du péage tolotoor tsiéphone vhlefax fax nr toletan téidtax mey lemans v verkoopsdienst l feide b wemnel jgb miv ol daturydate bestulling nr commande sas isomell bi posiiie hoeveelheid eenheid artikelomsghamving prus posiiion quantite unite designation article pax cu stuk deursluiter type dictator met ref roestvrij staal totaal leveringstermijrydélai de kvreison ste week wlcke leveringsvoorwaarden conditions de lvralson man qeément accountant franko betalingswze mode de paiement bij betaling binnen dagen aen erwin oon,invoice
D:\OCR\docs-sm\invoice\2028706570.jpg,invoice,"CRC. . cortancy. RESEARCH CENTER (BVBA/SP.AL>

: 7 - - ke
. ei =f - B-1962 Zaventem
‘, * oat * ’ 6 Pe (Sift Stevens-Woluwe) a
a INBIEO. : “s ag Toliaan / Avenue du Péage 101¢
a vena ee astbeg” Post 7 yaweairtadplonsvearinséa
.FuggerstraBe . Toletax Teotax -02/725.12 09
"" 10-5000 Koj E
eg Ne Det2I067404 8 F JGB/MJV f
cms
3 e oy
aes : Zaventem, den 8.Jun.93
oa . * * . is ¢

§ 0. LFD.NR..” ANZAHL ARTIKEL ABTEILUNG
8. A .
: Jormethan © ae) *
2: 1 Fauchtemessgerat. “> : <
: Abllborn 882376/846, yz 4
are!

. a
© (02)720.
MMT 1. Tooter (00) 736:12.00

MATERIAL ‘NUR FOR UNTERSUCHUNGS2WE »
2028706570

By
. - TERIAL ENKEL vooR ONDERZOEK. BESTEMO",crc cortancy research center bvba sp al ke ei f b zaventem oat pe sift stevens woluwe inbieo ag toliaan avenue du péage vena ee astbeg post yaweairtadplonsvearinséa fuggerstrabe toletax teotax koj e eg ne deti f jgb mjv f cms e oy aes zaventem den jun oa lfd nr anzahl artikel abteilung jormethan ae fauchtemessgerat abllborn yz mmt tooter material nur untersuchungswe terial enkel voor onderzoek bestemo,invoice
D:\OCR\docs-sm\invoice\2028707266.jpg,invoice,"CRC contaacr dcseRRDH

. Hf 363¢°

ourery
5409 Rack

CENTER. averse,

=
Business Administration :
Gaacreceverae/ncrennt

TELKFAX (fax nr.

03/233 50 43)

Kouput Trading
+ Verkoopsdjenst _ -
Tiailéiel tn ‘Bus 2 , oa

B-2000*  Autwerpen
. ‘

ling ie ./Commande No.3211/93
1 eva op 28 (aku te varmeiond

Ws sAception raprenore celle réterence url facture)

le

211108 vermeide sarnooprocrwaardeiy

B-1932 Zaventem
_TollaanvAvere du Péagi tote

ToletoorVTséphone: 02.720 88 94

Téloten/Toistax: 02-726 12 08

IGB/MIV

DaturvDete: 2 aug.93

LBveringsterrirvD6iel de raison: 39g fe week 1993
Leveringsvoorwaarder/Condjtons de ivraison: franko ""

POSITIE  MOEVEELHEID .EENHEID “ARTIKELOMBOHAWVING PRUS
, POSITION QUANTITE UNITE”, DESIGNATION D'ARTICLE . PRK”
“ae (a)
— >
1 » * rol Magnetigche etiketten in wit,
Fa © 830 seter, 50 mn.hdag

TOTAAL:

Management Accountant

BetaingswizelMode de paiement: 30 ‘dagen einde maand

HARB’ Brwiety

Mastscnappeiike zetel: 20",crc contaacr dcserrdh hf ourery rack center averse business administration gaacreceverae ncrennt telkfax fax nr kouput trading verkoopsdjenst _ tiailéiel tn bus oa b autwerpen ling ie commande eva op aku te varmeiond ws saception raprenore celle réterence url facture le vermeide sarnooprocrwaardeiy b zaventem _tollaanvavere du péagi tote toletoorvtséphone téloten toistax igb miv daturvdete aug lbveringsterrirvdiel de raison g fe week leveringsvoorwaarder condjtons de ivraison franko positie moeveelheid eenheid artikelombohawving prus position quantite unite designation article prk ae rol magnetigche etiketten wit fa seter mn hdag totaal management accountant betaingswizelmode de paiement dagen einde maand harb brwiety mastscnappeiike zetel,invoice
D:\OCR\docs-sm\invoice\2028707700.jpg,invoice,"ity. =. 5738

ooinstadven:

ht
‘TELEFAX (fax fess 02/5826 60) tonsoet don: 02-720 65 04
Overtoom International Belgium N. Vege eA: te mae OR TRS 12.00
taiv. Verkoopsdienst : 1
Industrielaan 30 . ws s
B-1740 Ternat es, JGB/HIV
/ Se aepibs
4 1322/93; «. Daturry/Date: 1$ sep.
ide N %
ae pri Chena d on

\dtrenee bat nous) otaak @
& PEGDA Wing tag xxxxX  aankoopvoorwaarden: zie

SOE UR ARATE HgGox brief van 27 aug.91

POsITiE HOEVEELHEIO EENHEID ARNKELOMSCHRNVING PRIUS
POSITION’ QUANTITE ‘UNITE DESIGNATION D'ARTICLE PRIX
. ; (2)
L 2 \ stuk Wandsysteem ~- 2, Aantal laden
\ ° 5 open, gef. 73504106
aan BF 2.31), -/stuk ;
2 24 tuk Buisverbinders, type 3w,
Miwart aan BF 141,-/stuk
- 3 Combi-Tube aluminium, a

25 x 25 x 1,2 mm

op volgende “maten te zagen:

+12 stuks' met telkens een
lengte van 66,50 cm ‘

- 12, stuks met telkens een
lengte van 47,50 cm

+ 24 stuks met telkens een
lengte van 10,50 cm.

wij hebben 6 x 3 meter

gerekend Ny
. aan BE, 77/3 meter i)
4 9 Le d 90 “cm x 60 cm
a&n BF 3.119,-/stuk
transportkosten . .<
ringaterrnfp/O6iai do Bvealson: 38 ‘s§e*week 93 oa. Vafi*den Bulcke
ee Si... 2° : . Management, Agcpuntant 5
LeveringevoorwaarderyConditions de Ivralson: ‘
- ’
otabsiesiegnisa de pcre 30 dagen einde’ maa
‘ =f 4
lappewke-zelel: Zeveniom, PRIM | KABA. Seainas. AS x",ity ooinstadven ht telefax fax fess tonsoet overtoom international belgium n vege ea te mae trs taiv verkoopsdienst industrielaan ws b ternat es jgb hiv se aepibs daturry date sep ide n ae pri chena dtrenee bat nous otaak pegda wing tag xxxxx aankoopvoorwaarden zie soe ur arate hggox brief van aug positie hoeveelheio eenheid arnkelomschrnving prius position quantite unite designation article prix l stuk wandsysteem aantal laden open gef aan bf stuk tuk buisverbinders type w miwart aan bf stuk combi tube aluminium x x mm op volgende maten te zagen stuks met telkens een lengte van cm stuks met telkens een lengte van cm stuks met telkens een lengte van cm wij hebben x meter gerekend ny aan meter le cm x cm n bf stuk transportkosten ringaterrnfp oiai bvealson e week oa vafi den bulcke ee si management agcpuntant leveringevoorwaarderyconditions de ivralson otabsiesiegnisa de pcre dagen einde maa f lappewke zelel zeveniom prim kaba seainas x,invoice
D:\OCR\docs-sm\invoice\2028708390.jpg,invoice,"Ae

62 29 |, gure ta

‘CRC CONTRACT RESEARCH CENTER ‘eveasspat.

Goscressoerde /Adressde: . 18-1992 Zaveniom

< (Sink Stovens-Woluwe)
INBIFO Tollaan | Avenue du Péage 10%¢
HH AE rd ¥

= Pingecsrone ge ee an Tololon  Taepnose 227175047
Posttach 900547 Ne 3 :  Tolotans Tota: 0 2:12.08

D-51115 Kiln . : . ss

Mwst.-Nr.: 0E121967434 : eh JGBIMAY,

LIEFERSCHEIN 64/93
Projekt-Nr: B1035

EXPORT .
1 8 .— — Glasgefafe miitAdsorbermaterial «>. * Ace
2 4 PlastikgetGe mit Probenmaterial in NaOH AC
3 8 Gornpatcaaten it , co
4 1 Athertopt « orn gt PY

MATERIAL NUR FOR UNTERSUCHUN( ;CKE BESTIMMT [°
(MATERIAAL ENKEL VOOR ONDERZOEK BESTEMD |) is

Masischappaijie ete: Zaventem, Bog HABIROR: LITA",ae gure ta crc contract research center eveasspat goscressoerde adressde zaveniom sink stovens woluwe inbifo tollaan avenue du péage hh ae rd pingecsrone ge ee tololon taepnose posttach ne tolotans tota kiln ss mwst nr e eh jgbimay lieferschein projekt nr b export glasgefafe miitadsorbermaterial ace plastikgetge mit probenmaterial naoh ac gornpatcaaten co athertopt orn gt py material nur untersuchun cke bestimmt materiaal enkel voor onderzoek bestemd masischappaijie ete zaventem bog habiror lita,invoice
D:\OCR\docs-sm\invoice\2028708554.jpg,invoice,"; 5
CRC CONTRACT RESEARCH CENTER "" aveAm@PAL.
: 8-132 Zaventem:
. Tollaarvaverwe ci Péage 1016 * =
‘S33 2
‘TRLEFAX (fax nr.1 03/658 S20) Teletoory Téléphone: 02-720 86 04
Z + | Toletax/Tolétax: 02-725 12 09
Halfen-Frimeda . .
tua.v. Verkoopsdienst. * ; ” ; tf
Borkelstraat 431 ae Pag
“p-2900 “scnoten ~~. hoe JGB/usv

Bestelliri DatunvDate: 27 dec. 93
+

POSITIE  HOEVEELHEID EENHEID AATIKELOMSCHRWVING .
POSITION ~ QUANTITE UNITE DESIGNATION D'ARTICLE

1 50 stuk Pi jpbeugele Inox A2,
type Epsilon
n BF 192,~/stuk:

pit is de schriftel{jke. bevestiging van de telefonische bestelling | |

’  doorgegeven op 24 at Dhr. Bart Demolder. 2028708564.

bs

+a oe ~ %,
LeveringstermfriD¢iel de Bralton: “ “ tigte wéek 1994. Je -Van den Buick
ios coe . 6 : Management aceoun ant.
+, BetaingaydipiMode de paament: 30 dagen einde maandd | ~
E a . oe > wh

IY. *

v

J",crc contract research center aveam pal zaventem tollaarvaverwe ci péage trlefax fax nr teletoory téléphone z toletax tolétax halfen frimeda tua v verkoopsdienst tf borkelstraat ae pag p scnoten hoe jgb usv bestelliri datunvdate dec positie hoeveelheid eenheid aatikelomschrwving position quantite unite designation article stuk pi jpbeugele inox type epsilon n bf stuk pit de schriftel jke bevestiging van de telefonische bestelling doorgegeven op dhr bart demolder bs oe leveringstermfrid iel de bralton tigte wéek je van den buick ios coe management aceoun ant betaingaydipimode de paament dagen einde maandd e oe wh iy v j,invoice
D:\OCR\docs-sm\invoice\2028710092.jpg,invoice,"SPRL CR CONTRACT RESEARCH CENTER

Oh Payton FM 1010
30 dagen einde saand

1940 SINT-STEVOR- WLM

Gatch vian Conds Aantal Gelevs Prija/ stk Kertionen Matte bedray

Bevtel ven, O5IZ1 162 Wwrrendioeuaetad I7ZZi..you 14/21/08 Sets, OM 2/2 0088 18-11-88

1710202 PLPET 10/0,18 SEB > eye vow rom Sater Ctra aions a

SA YORLOOEGLAS Boew PP 3 1 iw 160
TEROTSS ROERSTINE PAN, OCP TEFLON 0 90 a me er $e ee AM
AGES ROERSTAE MAGN, SOPH TEFLON Y 12 ae

TOTO SIME BADETISOH (UOOUR Es inne 2 eet
7280217 PIPETUASSER 1AXSSOH PLT t Fs

(008 AZADA 100 PAs, a Rae mend cunanbl vena

8 :s0004HserS4K 8 491002121196 - BBL stoKMNTOAET-P A ooocoOTTER Ge “fate 211708

elas! us atv 2x 5 LL eerneed ee A

peer as * maw maw TE RTA 12
10,560 19K TY 2.007 ‘

stn cr enn et teny pe cr age it ns LH",sprl cr contract research center oh payton fm dagen einde saand sint stevor wlm gatch vian conds aantal gelevs prija stk kertionen matte bedray bevtel ven oiz wwrrendioeuaetad izzi sets om plpet seb eye vow rom sater ctra aions sa yorlooeglas boew pp iw terotss roerstine pan ocp teflon er e ee ages roerstae magn soph teflon ae toto sime badetisoh uoour es inne eet pipetuasser axssoh plt fs azada pas rae mend cunanbl vena shsersk bbl stokmntoaet p ooocootter ge fate elas us atv x eerneed ee peer maw maw te rta k ty stn cr enn et teny pe cr age ns lh,invoice
D:\OCR\docs-sm\invoice\2028712208.jpg,invoice,"RECKIPT MAIL
+ _ REGISTER

INBIFO Institut fir biologische Forschung GmbH

aFOwsaata Dongacne Forehang Fappewaie) OE

CRC Contract Research Center B.V.B.A.

Tollaan 101c

+ S20

Vertragsforschung

Kautmannische Verwaltung

Teton 92208) 909-1

Telex: 08674875:

Dresarer Bark AG Kon

io. 3922 74 (BL 370 600 40)

gore 154

esi

masse Koln

370501 98)

io 195062 54 (612370 100 $0)
B-1940 Zaventem, St.-Stevens-Woluwe
sme Zecnen
Ihr Sewerban
owe 2000 ABB/TBM
best IBMI15A14
\ Kéin 20.Mirz 89
89016 -Oirctwany .
RECHNUNG Ne: 690) Tee is
Be Zara e argeben
Pros:
x ou
ber ‘
Sie erhalten durch Kurier: . ms
Ersatzteile .
250. Stick, Glasrdhren fir Inha: ations—
kammern, 70 mm Durct messer,
2.2 mm Wandst&rke, einschl.
200 Tierstempel
TOTAL Ls

DM 10,-= pro Stick =

en-Nr. 7017 90 000
HarensWr._7017 90 000

7 Rartons

ab Kdln einschl, Verpackung und
Transportversicherung

cer TVE, Pst

200088 ap ore song

Perey

sustooaee.",reckipt mail _ register inbifo institut fir biologische forschung gmbh afowsaata dongacne forehang fappewaie oe crc contract research center b v b tollaan c vertragsforschung kautmannische verwaltung teton telex dresarer bark ag kon io bl gore esi masse koln io b zaventem st stevens woluwe sme zecnen ihr sewerban owe abb tbm best ibmia kéin mirz oirctwany rechnung ne tee zara e argeben pros x ou ber sie erhalten durch kurier ms ersatzteile stick glasrdhren fir inha ations kammern mm durct messer mm wandst rke einschl tierstempel total ls dm pro stick en nr harenswr _ rartons ab kdln einschl verpackung und transportversicherung cer tve pst ap ore song perey sustooaee,invoice
D:\OCR\docs-sm\invoice\2028716484.jpg,invoice,"5 * a

INBIFO Institut far biologische Forschung GmbH

ta

Vertragstorschung

Kaufmannische Verwaltung

Teieton (022031.303-1
Teleta (022031 303.362
Teiew co? se Suita

[NOFO vena ts bapa Fowcang Gat Faggewraaes 3 OSD Kano

CRC Contract Research Center B.V.B.A.
Tollaan 101c¢

B-1940 Zaventem, St.-Stevens-Woluwe

Drea
Ko
Sa.
Posswitr a

No 1320ee S02 12 37610080)

We zechen =
Belgien st Senecen =
= \ ‘unser Zexnen AEB/IBM PFO7.WM
e el No. ss
” at } Koln 13.Feb.90
PRO FORMA
RECHNUNG Nei 07/90 Tel Dererant Pres:
Bei Zahung bee angaben (02200) 303.3475 ou
+ aes
- .
Sie erhalten mit unserem Kfz leihweise .
folgende voll abgeschriebenen Anlagen:
Haren-Nr. 731029909, =
1 Kaninchenk&fig mit Futterraufe und .
? Einlegerosten aus Edelstah) z 100, ~~

ey en

roldaprateine durch Spei
Bynatten, :

+ Transportversicherung {st durch-uns gedeckt.

TRBFO Tot ar
Dlologiucne Farschutg GmbH
Pogrersunos 9
D-s0aD Xcln £0

clsten: (0220) 900-4

Clete Gey

pspgtszoe",inbifo institut far biologische forschung gmbh ta vertragstorschung kaufmannische verwaltung teieton teleta teiew co se suita nofo vena ts bapa fowcang gat faggewraaes osd kano crc contract research center b v b tollaan c b zaventem st stevens woluwe drea ko sa posswitr ee zechen belgien st senecen unser zexnen aeb ibm pfo wm e el ss koln feb pro forma rechnung nei tel dererant pres bei zahung bee angaben ou aes sie erhalten mit unserem kfz leihweise folgende voll abgeschriebenen anlagen haren nr kaninchenk fig mit futterraufe und einlegerosten aus edelstah z ey en roldaprateine durch spei bynatten transportversicherung st durch uns gedeckt trbfo tot ar dlologiucne farschutg gmbh pogrersunos sad xcln clsten clete gey pspgtszoe,invoice
D:\OCR\docs-sm\invoice\2028716668.jpg,invoice,"S.A‘ TEMCO SERVICE INDUSTRIES N.
DUSION "". EUROCLEAN ¥

17, Rue dWdaliesiraat - 1040 Bruxolos-Brussal- Tei. (02) 649 90 15 - Fax (02) 640.31 70

C.R.C. CONTRACT RESEARCH CENT. SPRL
AVENUE DU'PEAGE 101 C
1940 ST STEVENS WOLUME

\ NO T.V.A, + 435.085.085.
N° CLIENT N° DOCUMENT DATE

4000178 Noc90090239 ""28/02/90

OuBCHRUVNEN mess

RECTIFICATION DE N/FACTURE N° Fv90004479 OU 28/02/90
CHANTIER +: 000216

PRESIATION NON EFFECTUCE - ENTRETIEN BUREAUX - LOCAUX -078 |
PRESIATION NON EFFECIUCE = ENIRETIEN SUP. LABO seus |r
TAXE A ACQUITTER PAR LE CO-CONTRACTANT A.R. N° 1 ART. : |
17 BIS (= LES COES 07) > +
< i

: § : waren | -148u
. cove BASES TWA 1
or staan” be ra n
TOTAL +1484 1484 Ss
= i? B
tT
=1484 a}
i‘ t »
= EY
Tau mouneant a? mana
TRY seam |B
. usa] @",temco service industries n dusion euroclean rue dwdaliesiraat bruxolos brussal tei fax c r c contract research cent sprl avenue du peage c st stevens wolume v n client n document date noc oubchruvnen mess rectification de n facture n fv ou chantier presiation non effectuce entretien bureaux locaux presiation non effeciuce eniretien sup labo seus r taxe acquitter par le co contractant r n art bis les coes waren u cove bases twa staan ra n total ss b tt ey tau mouneant mana try seam b usa,invoice
D:\OCR\docs-sm\invoice\2028717388.jpg,invoice,"ECE me
REGISTER

INVOICE

©) caNTRACT REdEARCH Bee :
av. TM) Tease sone =
Peto ZAVENTER fA : oz 72061 os ame:
bo

gor\rseust

* oh sun-ToTarycp S1up
acag ft :
1 “s094usebaze/) bru ot 96 8 ”
SOHETE VEIN Ag METATION De geoit ” crn ©
ft 4 ' i 2 0G
ta * . SUB-TOTAL.1C7
AS ~ is
. * .
.
‘

C9-FINANGE COST,

202

SB8ELTLE:",ece register invoice cantract redearch bee av tm tease sone peto zaventer fa oz os ame bo gor rseust oh sun totarycp sup acag ft susebaze bru ot sohete vein ag metation de geoit crn ft g ta sub total c c finange cost sbeltle,budget
D:\OCR\docs-sm\invoice\2028718888.jpg,invoice,"2028718888

E

ins At

uaisuad

Si",e ins uaisuad si,invoice
D:\OCR\docs-sm\invoice\2028719456.jpg,invoice,"‘fate ao

Seiue soimumarcrat commarcigye cote!
Leuversestoermoy 936 1030 Zaventem
Nee CRC. Bev.
- : TOLLAAN 1516

1932 ST-STEVENS-WOLUWE

aA ow

soot 4 Seueieweas ns tN ae a 32 2.c02
DAL OL vier th FF
| ,
|
. ° =
| Y
>
|
| , Caer -
| : i ete
ae | a
ut yaw? ‘
ie .
K *
2.462
BTW 19,5% oP - 319
“la 7 qoTaaL BTW 519 .
Saceree de certBcation o# 476 au 14/01/1960 * came Gichtarce cc re coment
emo SST Heer eeyy

9SPETLSZ02%",fate ao seiue soimumarcrat commarcigye cote leuversestoermoy zaventem nee crc bev tollaan st stevens woluwe aa ow soot seueieweas ns tn ae c dal ol vier th ff caer ete ae ut yaw ie k btw op la qotaal btw saceree de certbcation au came gichtarce cc coment emo sst heer eeyy spetlsz,invoice
D:\OCR\docs-sm\invoice\2028719939_2028719940.jpg,invoice,"go eree nt

43a

TAOMY- OvulD0 Ow0GH8-snesNOn

< > ia elena
4 ee
: aunty igi aa zy shag eg, wtie 2 BST

3. To"" Luv*iNsHaserievia' gE TO
~ Favnog SNDILVHYGANT INBH3LIWUL i
iz

XBTAL/° VAL 76311 21.90 | 10d /ZDNVGNOASIUYOI!
vas wes és @QNO4 B30 SONVAYS)
vorivatanvan/worivuvr930/3qungH NB GALI WHYOA
<y 391d ad styud
+ auro1usdai na “3Wai'¥NinayéSrteo wnod SIVud
“ "", $NSHBMISTOSUNS 13 39uvH NB aStud igo

f aes

i

sad Onnenwnasia = ouurmni® at

00-sone 0S°992 aud ¥1 YNOd S3NTHOYH Gia

i 3NNON-SN3N31S-18 ee6t a

2 tor ‘Nyy ToL seoseoses

wv3S3Y L9YYLNOD

Se46 nap tSiOay

eas,

Laren SMOCNIRM I BLA SO ome pore
26sot/ee tozatszHH

BNNTON-SN3N318-15 13¥NINOD “3-HeD vane
06 N130% O4TENT HAND

so'w""3 vane ayangwganvasH **
OL HHO Wenner

loo 99-96/ce0sxvda a
Corast NaTat
los-o9-varceos  qat
NativNasAaTEC®
poanva Tou 3ino¥ouny
fog ua 19317

EYASYAYIATYAASS

(94304 m nauoa DENY
mh tniss08 ""eaaeoe

s9ecesnz
suniov4:

2028719939",go eree nt taomy ovuld owgh snesnon ia elena ee aunty igi aa zy shag eg wtie bst luv inshaserievia ge favnog sndilvhygant inbhliwul iz xbtal val zdnvgnoasiuyoi vas wes és qno b sonvays vorivatanvan worivuvr qungh nb gali whyoa ad styud aurousdai na wai ninayésrteo wnod sivud nshbmistosuns uvh nb astud igo f aes sad onnenwnasia ouurmni sone aud ynod snthoyh gia nnon snns eet tor nyy tol seoseoses wvsy lyylnod se nap tsioay eas laren smocnirm bla ome pore sot ee tozatszhh bnnton snn ninod hed vane n otent hand w vane ayangwganvash ol hho wenner loo cesxvda corast natat los varceos qat nativnasaatec poanva tou ino ouny fog ua eyasyayiatyaass nauoa deny mh tniss eaaeoe secesnz suniov,invoice
D:\OCR\docs-sm\invoice\2028721083.jpg,invoice,"an
sueaat

ep per
sga.ghn
AeUSche bk 2825 280128053

aun_de Conmanae | NY

agsbevestiging

esoteeszoz",sueaat ep per sga ghn aeusche bk aun_de conmanae ny agsbevestiging esoteeszoz,invoice
D:\OCR\docs-sm\invoice\2028722501.jpg,invoice,"cs

LEASING .
Tot

a3.

mT. a

LLP AN,
32 S101

AMCH SINTER

a9ac
“STEVENS <w

Ue.

‘A RAPPELER - TE HERINNEREN
t DOCUMENT DOCUMENT Ne | N® CLIENT DATE | Nery
DOKUMENT OOKUMENT NR | _KLANT DATUM Bien
; s
vauE sates | ages | erseazn_foassna-es
PCRF.IT VEOR PAANG \AART 1951
f sis -
|} vemcure CONTRAT puaoue | y aria, wer
} VOERTUIG CONTRACT — |NUMMERPLAAT a Lik
vw Passat cL 2] ss2scaze a es | ae Sir
Fw. KeST
i .
\ \e |
|
® \
i
TOTAUX BASES TAXABLES Tar
TOTALEN AANSLAGVOET
E 25
wt
SEITE ACTAAE ESI SC 6 ALA CONDITIONS NERALES foray
MED eoninal Csr ram ms cur 8
Sexe facta OLORIMORS MAN OF NOLEN
""imotieyscormnaden noe nat non OL
Sotan scene Baan Bs Gavan? : A PAYER
Te BETALEN gered

sa AEREDING LAL

DIT LEOFAG COIR SANKOCMICILIERIAG AUTOPATIS:M GEDEZ=TEERY

[AITO TECHMNOUE BELGIOUE BA - AUTO TECHISEX BELGIE NV.

soszz8z02",cs leasing tot mt llp amch sinter aac stevens w ue rappeler te herinneren document document ne n client date nery dokument ookument nr _klant datum bien vaue sates ages erseazn_foassna es pcrf veor paang aart f sis vemcure contrat puaoue aria wer voertuig contract nummerplaat lik vw passat cl ssscaze es ae sir fw kest e totaux bases taxables tar totalen aanslagvoet e wt seite actaae esi sc ala conditions nerales foray med eoninal csr ram ms cur sexe facta olorimors man nolen imotieyscormnaden noe nat non ol sotan scene baan bs gavan payer te betalen gered sa aereding lal dit leofag coir sankocmicilieriag autopatis gedez teery aito techmnoue belgioue ba auto techisex belgie nv soszzz,invoice
